Cochrane Review ID,Author(s),Title,Source,Year,Abstract,Issue,Publisher,ISSN,Keywords,DOI,URL,Cochrane Review Group Code
"CD007410.PUB2","Dodin, S; Blanchet, C; Marc, I; Ernst, E; Wu, T; Vaillancourt, C; Paquette, J; Maunsell, E","Acupuncture for menopausal hot flushes","Cochrane Database of Systematic Reviews","2013",,"7","John Wiley & Sons, Ltd","1465-1858","*Acupuncture Therapy; Estrogen Replacement Therapy; Female; Hot Flashes [*drug therapy]; Humans; Middle Aged; Quality of Life","10.1002/14651858.CD007410.pub2","http://dx.doi.org/10.1002/14651858.CD007410.pub2","Gynaecology and Fertility"
"CD005282.PUB3","Lim, AKH; Manley, KJ; Roberts, MA; Fraenkel, MB","Fish oil for kidney transplant recipients","Cochrane Database of Systematic Reviews","2016",,"8","John Wiley & Sons, Ltd","1465-1858","*Calcineurin Inhibitors; Blood Pressure [drug effects, physiology]; Fish Oils [adverse effects, *therapeutic use]; Graft Rejection [*prevention & control]; Graft Survival [*drug effects]; Humans; Kidney Transplantation [*mortality]; Kidney [drug effects, physiology]; Lipids [blood]; Randomized Controlled Trials as Topic","10.1002/14651858.CD005282.pub3","http://dx.doi.org/10.1002/14651858.CD005282.pub3","Kidney and Transplant"
"CD003015","Woolfenden, S; Williams, KJ; Peat, J","Family and parenting interventions in children and adolescents with conduct disorder and delinquency aged 10‐17","Cochrane Database of Systematic Reviews","2001",,"2","John Wiley & Sons, Ltd","1465-1858","*Family Therapy; *Parenting; Adolescent; Adolescent Behavior; Child; Child Behavior Disorders [*therapy]; Humans; Juvenile Delinquency [*prevention & control]; Randomized Controlled Trials as Topic; Social Behavior Disorders [*therapy]","10.1002/14651858.CD003015","http://dx.doi.org/10.1002/14651858.CD003015","Developmental, Psychosocial and Learning Problems"
"CD005277.PUB3","Bennett, MH; Lehm, JP; Mitchell, SJ; Wasiak, J","Recompression and adjunctive therapy for decompression illness","Cochrane Database of Systematic Reviews","2012",,"5","John Wiley & Sons, Ltd","1465-1858","Anti‐Inflammatory Agents, Non‐Steroidal [therapeutic use]; Decompression Sickness [*therapy]; Humans; Hyperbaric Oxygenation [*methods]; Piroxicam [analogs & derivatives, therapeutic use]; Randomized Controlled Trials as Topic; Retreatment [methods]","10.1002/14651858.CD005277.pub3","http://dx.doi.org/10.1002/14651858.CD005277.pub3","Emergency and Critical Care"
"CD007414.PUB3","Chen, H; Fang, F; Liu, GJ; Xie, HY; Zhou, J; Feng, D","Maintenance chemotherapy for ovarian cancer","Cochrane Database of Systematic Reviews","2013",,"6","John Wiley & Sons, Ltd","1465-1858","Antineoplastic Agents [*therapeutic use]; Disease-Free Survival; Female; Humans; Maintenance Chemotherapy [adverse effects, *methods]; Ovarian Neoplasms [*drug therapy, mortality, radiotherapy]; Quality of Life; Randomized Controlled Trials as Topic","10.1002/14651858.CD007414.pub3","http://dx.doi.org/10.1002/14651858.CD007414.pub3","Gynaecological, Neuro-oncology and Orphan Cancer"
"CD007417.PUB3","Jasper, S; Vedula, SS; John, SS; Horo, S; Sepah, YJ; Nguyen, QD","Corticosteroids as adjuvant therapy for ocular toxoplasmosis","Cochrane Database of Systematic Reviews","2017",,"1","John Wiley & Sons, Ltd","1465-1858","Adrenal Cortex Hormones [*therapeutic use]; Chemotherapy, Adjuvant; Humans; Toxoplasmosis, Ocular [*drug therapy]","10.1002/14651858.CD007417.pub3","http://dx.doi.org/10.1002/14651858.CD007417.pub3","Eyes and Vision"
"CD005274.PUB3","Ojo, O; Verbeek, JH; Rasanen, K; Heikkinen, J; Isotalo, LK; Mngoma, N; Ruotsalainen, E","Interventions to reduce risky sexual behaviour for preventing HIV infection in workers in occupational settings","Cochrane Database of Systematic Reviews","2011",,"12","John Wiley & Sons, Ltd","1465-1858","*Risk-Taking; *Workplace; Counseling; HIV Infections [epidemiology, *prevention & control, transmission]; Harm Reduction; Humans; Randomized Controlled Trials as Topic; Sexually Transmitted Diseases [epidemiology, prevention & control]; Unsafe Sex [*prevention & control]","10.1002/14651858.CD005274.pub3","http://dx.doi.org/10.1002/14651858.CD005274.pub3","HIV/AIDS"
"CD005256","Simmer, K; Rao, SC","Early introduction of lipids to parenterally‐fed preterm infants","Cochrane Database of Systematic Reviews","2005",,"2","John Wiley & Sons, Ltd","1465-1858","*Infant, Premature; *Parenteral Nutrition; Fatty Acids, Essential [deficiency]; Humans; Infant, Newborn; Infant, Premature, Diseases [etiology]; Lipids [*administration & dosage, adverse effects]; Lung Diseases [etiology]; Time Factors","10.1002/14651858.CD005256","http://dx.doi.org/10.1002/14651858.CD005256","Neonatal"
"CD007479.PUB2","Matar, HE; Almerie, MQ; Makhoul, S; Xia, J; Humphreys, P","Pericyazine for schizophrenia","Cochrane Database of Systematic Reviews","2014",,"5","John Wiley & Sons, Ltd","1465-1858","Akathisia, Drug‐Induced; Antipsychotic Agents [adverse effects, *therapeutic use]; Humans; Phenothiazines [adverse effects, *therapeutic use]; Randomized Controlled Trials as Topic; Schizophrenia [*drug therapy]; Spasm [chemically induced]; Tremor [chemically induced]","10.1002/14651858.CD007479.pub2","http://dx.doi.org/10.1002/14651858.CD007479.pub2","Schizophrenia"
"CD005249.PUB2","Dawson, JA; Summan, R; Badawi, N; Foster, JP","Push versus gravity for intermittent bolus gavage tube feeding of premature and low birth weight infants","Cochrane Database of Systematic Reviews","2012",,"11","John Wiley & Sons, Ltd","1465-1858","*Infant, Low Birth Weight; *Infant, Premature; Cross‐Over Studies; Enteral Nutrition [instrumentation, *methods]; Gravitation; Humans; Infant, Newborn; Syringes","10.1002/14651858.CD005249.pub2","http://dx.doi.org/10.1002/14651858.CD005249.pub2","Neonatal"
"CD007476.PUB3","Bollig, C; Schell, LK; Rücker, G; Allert, R; Motschall, E; Niemeyer, CM; Bassler, D; Meerpohl, JJ","Deferasirox for managing iron overload in people with thalassaemia","Cochrane Database of Systematic Reviews","2017",,"8","John Wiley & Sons, Ltd","1465-1858","Administration, Oral; Benzoates [administration & dosage, adverse effects, *therapeutic use]; Clinical Trials, Phase II as Topic; Clinical Trials, Phase III as Topic; Deferasirox; Deferiprone; Deferoxamine [administration & dosage, therapeutic use]; Erythrocyte Transfusion [adverse effects]; Ferritins [blood]; Humans; Iron Chelating Agents [administration & dosage, adverse effects, *therapeutic use]; Iron Overload [blood, *drug therapy, etiology]; Patient Satisfaction; Pyridones [administration & dosage, therapeutic use]; Randomized Controlled Trials as Topic; Thalassemia [*complications, mortality, therapy]; Triazoles [administration & dosage, adverse effects, *therapeutic use]","10.1002/14651858.CD007476.pub3","http://dx.doi.org/10.1002/14651858.CD007476.pub3","Cystic Fibrosis and Genetic Disorders"
"CD005255.PUB5","Watson, J; McGuire, W","Responsive versus scheduled feeding for preterm infants","Cochrane Database of Systematic Reviews","2016",,"8","John Wiley & Sons, Ltd","1465-1858","Enteral Nutrition [*methods, standards]; Humans; Hunger [*physiology]; Infant Nutritional Physiological Phenomena [*physiology]; Infant, Newborn; Infant, Premature [*physiology]; Randomized Controlled Trials as Topic; Satiation [physiology]; Time Factors; Weight Gain","10.1002/14651858.CD005255.pub5","http://dx.doi.org/10.1002/14651858.CD005255.pub5","Neonatal"
"CD005252.PUB4","Collins, CT; Gillis, J; McPhee, AJ; Suganuma, H; Makrides, M","Avoidance of bottles during the establishment of breast feeds in preterm infants","Cochrane Database of Systematic Reviews","2016",,"10","John Wiley & Sons, Ltd","1465-1858","*Breast Feeding; *Cooking and Eating Utensils; *Infant Formula; *Infant, Premature; Bottle Feeding [*statistics & numerical data]; Enteral Nutrition [methods]; Female; Humans; Infant, Newborn; Length of Stay; Milk, Human; Randomized Controlled Trials as Topic; Sucking Behavior","10.1002/14651858.CD005252.pub4","http://dx.doi.org/10.1002/14651858.CD005252.pub4","Neonatal"
"CD008596.PUB2","Fedorowicz, Z; van Zuuren, EJ; Hu, N","Histamine H2‐receptor antagonists for urticaria","Cochrane Database of Systematic Reviews","2012",,"3","John Wiley & Sons, Ltd","1465-1858","Cimetidine [adverse effects, therapeutic use]; Diphenhydramine [adverse effects, therapeutic use]; Drug Therapy, Combination [methods]; Famotidine [adverse effects, therapeutic use]; Histamine H1 Antagonists; Histamine H2 Antagonists [adverse effects, *therapeutic use]; Humans; Randomized Controlled Trials as Topic; Ranitidine [adverse effects, therapeutic use]; Urticaria [*drug therapy]","10.1002/14651858.CD008596.pub2","http://dx.doi.org/10.1002/14651858.CD008596.pub2","Skin"
"CD007461.PUB3","Meerpohl, JJ; Schell, LK; Rücker, G; Fleeman, N; Motschall, E; Niemeyer, CM; Bassler, D","Deferasirox for managing iron overload in people with myelodysplastic syndrome","Cochrane Database of Systematic Reviews","2014",,"10","John Wiley & Sons, Ltd","1465-1858","Benzoates [*therapeutic use]; Chelation Therapy [*methods]; Deferasirox; Humans; Iron Chelating Agents [*therapeutic use]; Iron Overload [*drug therapy]; Myelodysplastic Syndromes [*complications]; Triazoles [*therapeutic use]","10.1002/14651858.CD007461.pub3","http://dx.doi.org/10.1002/14651858.CD007461.pub3","Haematology"
"CD005240.PUB2","Kardamanidis, K; Martiniuk, A; Ivers, RQ; Stevenson, MR; Thistlethwaite, K","Motorcycle rider training for the prevention of road traffic crashes","Cochrane Database of Systematic Reviews","2010",,"10","John Wiley & Sons, Ltd","1465-1858","*Motorcycles; Accident Prevention [*methods]; Accidents, Traffic [*prevention & control]; Humans; Licensure; Program Evaluation; Wounds and Injuries [mortality, *prevention & control]","10.1002/14651858.CD005240.pub2","http://dx.doi.org/10.1002/14651858.CD005240.pub2","Injuries"
"CD007481.PUB3","Amin, R; Noone, PG; Ratjen, F","Chemical pleurodesis versus surgical intervention for persistent and recurrent pneumothoraces in cystic fibrosis","Cochrane Database of Systematic Reviews","2012",,"12","John Wiley & Sons, Ltd","1465-1858","Cystic Fibrosis [*complications]; Humans; Pleurodesis [*methods]; Pneumothorax [etiology, surgery, *therapy]; Recurrence","10.1002/14651858.CD007481.pub3","http://dx.doi.org/10.1002/14651858.CD007481.pub3","Cystic Fibrosis and Genetic Disorders"
"CD003005.PUB2","Cyna, AM; Middleton, P","Caudal epidural block versus other methods of postoperative pain relief for circumcision in boys","Cochrane Database of Systematic Reviews","2008",,"4","John Wiley & Sons, Ltd","1465-1858","Anesthesia, Caudal [*methods]; Anesthesia, Local [methods]; Child; Circumcision, Male [*adverse effects]; Humans; Male; Nerve Block [*methods]; Pain, Postoperative [*therapy]; Randomized Controlled Trials as Topic","10.1002/14651858.CD003005.pub2","http://dx.doi.org/10.1002/14651858.CD003005.pub2","Anaesthesia"
"CD007480.PUB3","Imdad, A; Ahmed, Z; Bhutta, ZA","Vitamin A supplementation for the prevention of morbidity and mortality in infants one to six months of age","Cochrane Database of Systematic Reviews","2016",,"9","John Wiley & Sons, Ltd","1465-1858","*Developing Countries; *Dietary Supplements [adverse effects]; *Infant Mortality; Breast Feeding; Cause of Death; Diarrhea [epidemiology]; Female; Humans; Infant; Infant, Newborn; Lactation; Milk, Human [chemistry]; Postpartum Period; Randomized Controlled Trials as Topic; Respiratory Tract Infections [epidemiology]; Vitamin A Deficiency [mortality, *therapy]; Vitamin A [*administration & dosage, adverse effects, physiology]; Vitamins [*administration & dosage, adverse effects]","10.1002/14651858.CD007480.pub3","http://dx.doi.org/10.1002/14651858.CD007480.pub3","Neonatal"
"CD012765","Rankin, IA; Sargeant, H; Rehman, H; Gurusamy, KS","Low‐level laser therapy for carpal tunnel syndrome","Cochrane Database of Systematic Reviews","2017",,"8","John Wiley & Sons, Ltd","1465-1858",,"10.1002/14651858.CD012765","http://dx.doi.org/10.1002/14651858.CD012765","Neuromuscular"
"CD005296.PUB3","Manfredi, M; Figini, L; Gagliani, M; Lodi, G","Single versus multiple visits for endodontic treatment of permanent teeth","Cochrane Database of Systematic Reviews","2016",,"12","John Wiley & Sons, Ltd","1465-1858","*Dentition, Permanent; Analgesics [*therapeutic use]; Anti‐Bacterial Agents [therapeutic use]; Appointments and Schedules; Dental Pulp Necrosis [diagnostic imaging, *therapy]; Humans; Office Visits [*statistics & numerical data]; Pain, Postoperative [etiology]; Pulpitis [diagnostic imaging, *therapy]; Radiography; Randomized Controlled Trials as Topic; Root Canal Therapy [adverse effects, *methods]; Tooth Extraction; Treatment Outcome","10.1002/14651858.CD005296.pub3","http://dx.doi.org/10.1002/14651858.CD005296.pub3","Oral Health"
"CD003026.PUB3","Shoptaw, SJ; Kao, U; Ling, W","Treatment for amphetamine psychosis","Cochrane Database of Systematic Reviews","2009",,"1","John Wiley & Sons, Ltd","1465-1858","Amphetamine‐Related Disorders [*complications]; Antipsychotic Agents [*therapeutic use]; Benzodiazepines [therapeutic use]; Haloperidol [therapeutic use]; Humans; Olanzapine; Psychoses, Substance‐Induced [*drug therapy]","10.1002/14651858.CD003026.pub3","http://dx.doi.org/10.1002/14651858.CD003026.pub3","Drugs and Alcohol"
"CD003020.PUB3","Faggiano, F; Minozzi, S; Versino, E; Buscemi, D","Universal school‐based prevention for illicit drug use","Cochrane Database of Systematic Reviews","2014",,"12","John Wiley & Sons, Ltd","1465-1858","*School Health Services; Adolescent; Controlled Clinical Trials as Topic; Humans; Marijuana Abuse [prevention & control]; Program Evaluation; Randomized Controlled Trials as Topic; Substance‐Related Disorders [*prevention & control]","10.1002/14651858.CD003020.pub3","http://dx.doi.org/10.1002/14651858.CD003020.pub3","Drugs and Alcohol"
"CD005285.PUB2","Brady, MC; Kinn, S; Ness, V; O'Rourke, K; Randhawa, N; Stuart, P","Preoperative fasting for preventing perioperative complications in children","Cochrane Database of Systematic Reviews","2009",,"4","John Wiley & Sons, Ltd","1465-1858","*Drinking; *Fasting; Adolescent; Child; Humans; Intraoperative Complications [prevention & control]; Laryngopharyngeal Reflux [prevention & control]; Pneumonia, Aspiration [prevention & control]; Practice Guidelines as Topic; Preoperative Care [*methods]; Randomized Controlled Trials as Topic; Thirst; Time Factors","10.1002/14651858.CD005285.pub2","http://dx.doi.org/10.1002/14651858.CD005285.pub2","Wounds"
"CD005283.PUB2","Alonso, A; Lau, J; Jaber, BL","Biocompatible hemodialysis membranes for acute renal failure","Cochrane Database of Systematic Reviews","2008",,"1","John Wiley & Sons, Ltd","1465-1858","*Membranes, Artificial; Acute Kidney Injury [mortality, *therapy]; Adult; Biocompatible Materials [*therapeutic use]; Humans; Randomized Controlled Trials as Topic; Recovery of Function; Renal Dialysis [*methods]","10.1002/14651858.CD005283.pub2","http://dx.doi.org/10.1002/14651858.CD005283.pub2","Kidney and Transplant"
"CD003036.PUB3","Lopez, LM; Bernholc, A; Hubacher, D; Stuart, G; Van Vliet, HAAM","Immediate postpartum insertion of intrauterine device for contraception","Cochrane Database of Systematic Reviews","2015",,"6","John Wiley & Sons, Ltd","1465-1858","*Intrauterine Devices; *Postpartum Period; Contraception, Barrier [instrumentation, *methods]; Feasibility Studies; Female; Humans; Pregnancy; Randomized Controlled Trials as Topic; Time Factors","10.1002/14651858.CD003036.pub3","http://dx.doi.org/10.1002/14651858.CD003036.pub3","Fertility Regulation"
"CD003030.PUB2","Forsetlund, L; Bjørndal, A; Rashidian, A; Jamtvedt, G; O'Brien, MA; Wolf, FM; Davis, D; Odgaard‐Jensen, J; Oxman, AD","Continuing education meetings and workshops: effects on professional practice and health care outcomes","Cochrane Database of Systematic Reviews","2009",,"2","John Wiley & Sons, Ltd","1465-1858","*Congresses as Topic; *Education, Continuing [methods, standards]; *Process Assessment, Health Care; Humans; Professional Practice [*standards]; Randomized Controlled Trials as Topic","10.1002/14651858.CD003030.pub2","http://dx.doi.org/10.1002/14651858.CD003030.pub2","Effective Practice and Organisation of Care"
